method,combo,cluster_rank,strains_in_cluster,total_strains
CD-HIT (AA),cdhit/aa,582,50,50
CD-HIT (AA),cdhit/aa,583,50,50
CD-HIT (AA),cdhit/aa,584,50,50
CD-HIT (AA),cdhit/aa,585,50,50
CD-HIT (AA),cdhit/aa,586,50,50
CD-HIT (AA),cdhit/aa,587,50,50
CD-HIT (AA),cdhit/aa,588,50,50
CD-HIT (AA),cdhit/aa,589,50,50
CD-HIT (AA),cdhit/aa,590,50,50
CD-HIT (AA),cdhit/aa,591,50,50
CD-HIT (AA),cdhit/aa,592,50,50
CD-HIT (AA),cdhit/aa,593,50,50
CD-HIT (AA),cdhit/aa,594,50,50
CD-HIT (AA),cdhit/aa,595,50,50
CD-HIT (AA),cdhit/aa,596,50,50
CD-HIT (AA),cdhit/aa,597,50,50
CD-HIT (AA),cdhit/aa,598,50,50
CD-HIT (AA),cdhit/aa,599,50,50
CD-HIT (AA),cdhit/aa,600,50,50
CD-HIT (AA),cdhit/aa,601,50,50
CD-HIT (AA),cdhit/aa,602,50,50
CD-HIT (AA),cdhit/aa,603,50,50
CD-HIT (AA),cdhit/aa,604,50,50
CD-HIT (AA),cdhit/aa,605,50,50
CD-HIT (AA),cdhit/aa,606,50,50
CD-HIT (AA),cdhit/aa,607,50,50
CD-HIT (AA),cdhit/aa,608,50,50
CD-HIT (AA),cdhit/aa,609,50,50
CD-HIT (AA),cdhit/aa,610,50,50
CD-HIT (AA),cdhit/aa,611,50,50
CD-HIT (AA),cdhit/aa,612,50,50
CD-HIT (AA),cdhit/aa,613,50,50
CD-HIT (AA),cdhit/aa,614,50,50
CD-HIT (AA),cdhit/aa,615,50,50
CD-HIT (AA),cdhit/aa,616,50,50
CD-HIT (AA),cdhit/aa,617,50,50
CD-HIT (AA),cdhit/aa,618,50,50
CD-HIT (AA),cdhit/aa,619,50,50
CD-HIT (AA),cdhit/aa,620,50,50
CD-HIT (AA),cdhit/aa,621,50,50
CD-HIT (AA),cdhit/aa,622,50,50
CD-HIT (AA),cdhit/aa,623,50,50
CD-HIT (AA),cdhit/aa,624,50,50
CD-HIT (AA),cdhit/aa,625,50,50
CD-HIT (AA),cdhit/aa,626,50,50
CD-HIT (AA),cdhit/aa,627,50,50
CD-HIT (AA),cdhit/aa,628,50,50
CD-HIT (AA),cdhit/aa,629,50,50
CD-HIT (AA),cdhit/aa,630,50,50
CD-HIT (AA),cdhit/aa,631,50,50
CD-HIT (AA),cdhit/aa,632,50,50
CD-HIT (AA),cdhit/aa,633,50,50
CD-HIT (AA),cdhit/aa,634,50,50
CD-HIT (AA),cdhit/aa,635,50,50
CD-HIT (AA),cdhit/aa,636,50,50
CD-HIT (AA),cdhit/aa,637,50,50
CD-HIT (AA),cdhit/aa,638,50,50
CD-HIT (AA),cdhit/aa,639,50,50
CD-HIT (AA),cdhit/aa,640,50,50
CD-HIT (AA),cdhit/aa,641,50,50
CD-HIT (AA),cdhit/aa,642,50,50
CD-HIT (AA),cdhit/aa,643,50,50
CD-HIT (AA),cdhit/aa,644,50,50
CD-HIT (AA),cdhit/aa,645,50,50
CD-HIT (AA),cdhit/aa,646,50,50
CD-HIT (AA),cdhit/aa,647,50,50
CD-HIT (AA),cdhit/aa,648,50,50
CD-HIT (AA),cdhit/aa,649,50,50
CD-HIT (AA),cdhit/aa,650,50,50
CD-HIT (AA),cdhit/aa,651,50,50
CD-HIT (AA),cdhit/aa,652,50,50
CD-HIT (AA),cdhit/aa,653,50,50
CD-HIT (AA),cdhit/aa,654,50,50
CD-HIT (AA),cdhit/aa,655,50,50
CD-HIT (AA),cdhit/aa,656,50,50
CD-HIT (AA),cdhit/aa,657,50,50
CD-HIT (AA),cdhit/aa,658,50,50
CD-HIT (AA),cdhit/aa,659,50,50
CD-HIT (AA),cdhit/aa,660,50,50
CD-HIT (AA),cdhit/aa,661,50,50
CD-HIT (AA),cdhit/aa,662,50,50
CD-HIT (AA),cdhit/aa,663,50,50
CD-HIT (AA),cdhit/aa,664,50,50
CD-HIT (AA),cdhit/aa,665,50,50
CD-HIT (AA),cdhit/aa,666,50,50
CD-HIT (AA),cdhit/aa,667,50,50
CD-HIT (AA),cdhit/aa,668,50,50
CD-HIT (AA),cdhit/aa,669,50,50
CD-HIT (AA),cdhit/aa,670,50,50
CD-HIT (AA),cdhit/aa,671,50,50
CD-HIT (AA),cdhit/aa,672,50,50
CD-HIT (AA),cdhit/aa,673,50,50
CD-HIT (AA),cdhit/aa,674,50,50
CD-HIT (AA),cdhit/aa,675,50,50
CD-HIT (AA),cdhit/aa,676,50,50
CD-HIT (AA),cdhit/aa,677,50,50
CD-HIT (AA),cdhit/aa,678,50,50
CD-HIT (AA),cdhit/aa,679,50,50
CD-HIT (AA),cdhit/aa,680,50,50
CD-HIT (AA),cdhit/aa,681,50,50
CD-HIT (AA),cdhit/aa,682,50,50
CD-HIT (AA),cdhit/aa,683,50,50
CD-HIT (AA),cdhit/aa,684,50,50
CD-HIT (AA),cdhit/aa,685,50,50
CD-HIT (AA),cdhit/aa,686,50,50
CD-HIT (AA),cdhit/aa,687,50,50
CD-HIT (AA),cdhit/aa,688,50,50
CD-HIT (AA),cdhit/aa,689,50,50
CD-HIT (AA),cdhit/aa,690,50,50
CD-HIT (AA),cdhit/aa,691,50,50
CD-HIT (AA),cdhit/aa,692,50,50
CD-HIT (AA),cdhit/aa,693,50,50
CD-HIT (AA),cdhit/aa,694,50,50
CD-HIT (AA),cdhit/aa,695,50,50
CD-HIT (AA),cdhit/aa,696,50,50
CD-HIT (AA),cdhit/aa,697,50,50
CD-HIT (AA),cdhit/aa,698,50,50
CD-HIT (AA),cdhit/aa,699,50,50
CD-HIT (AA),cdhit/aa,700,50,50
CD-HIT (AA),cdhit/aa,701,50,50
CD-HIT (AA),cdhit/aa,702,50,50
CD-HIT (AA),cdhit/aa,703,50,50
CD-HIT (AA),cdhit/aa,704,50,50
CD-HIT (AA),cdhit/aa,705,50,50
CD-HIT (AA),cdhit/aa,706,50,50
CD-HIT (AA),cdhit/aa,707,50,50
CD-HIT (AA),cdhit/aa,708,50,50
CD-HIT (AA),cdhit/aa,709,50,50
CD-HIT (AA),cdhit/aa,710,50,50
CD-HIT (AA),cdhit/aa,711,50,50
CD-HIT (AA),cdhit/aa,712,50,50
CD-HIT (AA),cdhit/aa,713,50,50
CD-HIT (AA),cdhit/aa,714,50,50
CD-HIT (AA),cdhit/aa,715,50,50
CD-HIT (AA),cdhit/aa,716,50,50
CD-HIT (AA),cdhit/aa,717,50,50
CD-HIT (AA),cdhit/aa,718,50,50
CD-HIT (AA),cdhit/aa,719,50,50
CD-HIT (AA),cdhit/aa,720,50,50
CD-HIT (AA),cdhit/aa,721,50,50
CD-HIT (AA),cdhit/aa,722,50,50
CD-HIT (AA),cdhit/aa,723,50,50
CD-HIT (AA),cdhit/aa,724,50,50
CD-HIT (AA),cdhit/aa,725,50,50
CD-HIT (AA),cdhit/aa,726,50,50
CD-HIT (AA),cdhit/aa,727,50,50
CD-HIT (AA),cdhit/aa,728,50,50
CD-HIT (AA),cdhit/aa,729,50,50
CD-HIT (AA),cdhit/aa,730,50,50
CD-HIT (AA),cdhit/aa,731,50,50
CD-HIT (AA),cdhit/aa,732,50,50
CD-HIT (AA),cdhit/aa,733,50,50
CD-HIT (AA),cdhit/aa,734,50,50
CD-HIT (AA),cdhit/aa,735,50,50
CD-HIT (AA),cdhit/aa,736,50,50
CD-HIT (AA),cdhit/aa,737,50,50
CD-HIT (AA),cdhit/aa,738,50,50
CD-HIT (AA),cdhit/aa,739,50,50
CD-HIT (AA),cdhit/aa,740,50,50
CD-HIT (AA),cdhit/aa,741,50,50
CD-HIT (AA),cdhit/aa,742,50,50
CD-HIT (AA),cdhit/aa,743,50,50
CD-HIT (AA),cdhit/aa,744,50,50
CD-HIT (AA),cdhit/aa,745,50,50
CD-HIT (AA),cdhit/aa,746,50,50
CD-HIT (AA),cdhit/aa,747,50,50
CD-HIT (AA),cdhit/aa,748,50,50
CD-HIT (AA),cdhit/aa,749,50,50
CD-HIT (AA),cdhit/aa,750,50,50
CD-HIT (AA),cdhit/aa,751,50,50
CD-HIT (AA),cdhit/aa,752,50,50
CD-HIT (AA),cdhit/aa,753,50,50
CD-HIT (AA),cdhit/aa,754,50,50
CD-HIT (AA),cdhit/aa,755,50,50
CD-HIT (AA),cdhit/aa,756,50,50
CD-HIT (AA),cdhit/aa,757,50,50
CD-HIT (AA),cdhit/aa,758,50,50
CD-HIT (AA),cdhit/aa,759,50,50
CD-HIT (AA),cdhit/aa,760,50,50
CD-HIT (AA),cdhit/aa,761,50,50
CD-HIT (AA),cdhit/aa,762,50,50
CD-HIT (AA),cdhit/aa,763,50,50
CD-HIT (AA),cdhit/aa,764,50,50
CD-HIT (AA),cdhit/aa,765,50,50
CD-HIT (AA),cdhit/aa,766,50,50
CD-HIT (AA),cdhit/aa,767,50,50
CD-HIT (AA),cdhit/aa,768,50,50
CD-HIT (AA),cdhit/aa,769,50,50
CD-HIT (AA),cdhit/aa,770,50,50
CD-HIT (AA),cdhit/aa,771,50,50
CD-HIT (AA),cdhit/aa,772,50,50
CD-HIT (AA),cdhit/aa,773,50,50
CD-HIT (AA),cdhit/aa,774,50,50
CD-HIT (AA),cdhit/aa,775,50,50
CD-HIT (AA),cdhit/aa,776,50,50
CD-HIT (AA),cdhit/aa,777,50,50
CD-HIT (AA),cdhit/aa,778,50,50
CD-HIT (AA),cdhit/aa,779,50,50
CD-HIT (AA),cdhit/aa,780,50,50
CD-HIT (AA),cdhit/aa,781,50,50
CD-HIT (AA),cdhit/aa,782,50,50
CD-HIT (AA),cdhit/aa,783,50,50
CD-HIT (AA),cdhit/aa,784,50,50
CD-HIT (AA),cdhit/aa,785,50,50
CD-HIT (AA),cdhit/aa,786,50,50
CD-HIT (AA),cdhit/aa,787,50,50
CD-HIT (AA),cdhit/aa,788,50,50
CD-HIT (AA),cdhit/aa,789,50,50
CD-HIT (AA),cdhit/aa,790,50,50
CD-HIT (AA),cdhit/aa,791,50,50
CD-HIT (AA),cdhit/aa,792,50,50
CD-HIT (AA),cdhit/aa,793,50,50
CD-HIT (AA),cdhit/aa,794,50,50
CD-HIT (AA),cdhit/aa,795,50,50
CD-HIT (AA),cdhit/aa,796,50,50
CD-HIT (AA),cdhit/aa,797,50,50
CD-HIT (AA),cdhit/aa,798,50,50
CD-HIT (AA),cdhit/aa,799,50,50
CD-HIT (AA),cdhit/aa,800,50,50
CD-HIT (AA),cdhit/aa,801,50,50
CD-HIT (AA),cdhit/aa,802,50,50
CD-HIT (AA),cdhit/aa,803,50,50
CD-HIT (AA),cdhit/aa,804,50,50
CD-HIT (AA),cdhit/aa,805,50,50
CD-HIT (AA),cdhit/aa,806,50,50
CD-HIT (AA),cdhit/aa,807,50,50
CD-HIT (AA),cdhit/aa,808,50,50
CD-HIT (AA),cdhit/aa,809,50,50
CD-HIT (AA),cdhit/aa,810,50,50
CD-HIT (AA),cdhit/aa,811,50,50
CD-HIT (AA),cdhit/aa,812,50,50
CD-HIT (AA),cdhit/aa,813,50,50
CD-HIT (AA),cdhit/aa,814,50,50
CD-HIT (AA),cdhit/aa,815,50,50
CD-HIT (AA),cdhit/aa,816,50,50
CD-HIT (AA),cdhit/aa,817,50,50
CD-HIT (AA),cdhit/aa,818,50,50
CD-HIT (AA),cdhit/aa,819,50,50
CD-HIT (AA),cdhit/aa,820,50,50
CD-HIT (AA),cdhit/aa,821,50,50
CD-HIT (AA),cdhit/aa,822,50,50
CD-HIT (AA),cdhit/aa,823,50,50
CD-HIT (AA),cdhit/aa,824,50,50
CD-HIT (AA),cdhit/aa,825,50,50
CD-HIT (AA),cdhit/aa,826,50,50
CD-HIT (AA),cdhit/aa,827,50,50
CD-HIT (AA),cdhit/aa,828,50,50
CD-HIT (AA),cdhit/aa,829,50,50
CD-HIT (AA),cdhit/aa,830,50,50
CD-HIT (AA),cdhit/aa,831,50,50
CD-HIT (AA),cdhit/aa,832,50,50
CD-HIT (AA),cdhit/aa,833,50,50
CD-HIT (AA),cdhit/aa,834,50,50
CD-HIT (AA),cdhit/aa,835,50,50
CD-HIT (AA),cdhit/aa,836,50,50
CD-HIT (AA),cdhit/aa,837,50,50
CD-HIT (AA),cdhit/aa,838,50,50
CD-HIT (AA),cdhit/aa,839,50,50
CD-HIT (AA),cdhit/aa,840,50,50
CD-HIT (AA),cdhit/aa,841,50,50
CD-HIT (AA),cdhit/aa,842,50,50
CD-HIT (AA),cdhit/aa,843,50,50
CD-HIT (AA),cdhit/aa,844,50,50
CD-HIT (AA),cdhit/aa,845,50,50
CD-HIT (AA),cdhit/aa,846,50,50
CD-HIT (AA),cdhit/aa,847,50,50
CD-HIT (AA),cdhit/aa,848,50,50
CD-HIT (AA),cdhit/aa,849,50,50
CD-HIT (AA),cdhit/aa,850,50,50
CD-HIT (AA),cdhit/aa,851,50,50
CD-HIT (AA),cdhit/aa,852,50,50
CD-HIT (AA),cdhit/aa,853,50,50
CD-HIT (AA),cdhit/aa,854,50,50
CD-HIT (AA),cdhit/aa,855,50,50
CD-HIT (AA),cdhit/aa,856,50,50
CD-HIT (AA),cdhit/aa,857,50,50
CD-HIT (AA),cdhit/aa,858,50,50
CD-HIT (AA),cdhit/aa,859,50,50
CD-HIT (AA),cdhit/aa,860,50,50
CD-HIT (AA),cdhit/aa,861,50,50
CD-HIT (AA),cdhit/aa,862,50,50
CD-HIT (AA),cdhit/aa,863,50,50
CD-HIT (AA),cdhit/aa,864,50,50
CD-HIT (AA),cdhit/aa,865,50,50
CD-HIT (AA),cdhit/aa,866,50,50
CD-HIT (AA),cdhit/aa,867,50,50
CD-HIT (AA),cdhit/aa,868,50,50
CD-HIT (AA),cdhit/aa,869,50,50
CD-HIT (AA),cdhit/aa,870,50,50
CD-HIT (AA),cdhit/aa,871,50,50
CD-HIT (AA),cdhit/aa,872,50,50
CD-HIT (AA),cdhit/aa,873,50,50
CD-HIT (AA),cdhit/aa,874,50,50
CD-HIT (AA),cdhit/aa,875,50,50
CD-HIT (AA),cdhit/aa,876,50,50
CD-HIT (AA),cdhit/aa,877,50,50
CD-HIT (AA),cdhit/aa,878,50,50
CD-HIT (AA),cdhit/aa,879,50,50
CD-HIT (AA),cdhit/aa,880,50,50
CD-HIT (AA),cdhit/aa,881,50,50
CD-HIT (AA),cdhit/aa,882,50,50
CD-HIT (AA),cdhit/aa,883,50,50
CD-HIT (AA),cdhit/aa,884,50,50
CD-HIT (AA),cdhit/aa,885,50,50
CD-HIT (AA),cdhit/aa,886,50,50
CD-HIT (AA),cdhit/aa,887,50,50
CD-HIT (AA),cdhit/aa,888,50,50
CD-HIT (AA),cdhit/aa,889,50,50
CD-HIT (AA),cdhit/aa,890,50,50
CD-HIT (AA),cdhit/aa,891,50,50
CD-HIT (AA),cdhit/aa,892,50,50
CD-HIT (AA),cdhit/aa,893,50,50
CD-HIT (AA),cdhit/aa,894,50,50
CD-HIT (AA),cdhit/aa,895,50,50
CD-HIT (AA),cdhit/aa,896,50,50
CD-HIT (AA),cdhit/aa,897,50,50
CD-HIT (AA),cdhit/aa,898,50,50
CD-HIT (AA),cdhit/aa,899,50,50
CD-HIT (AA),cdhit/aa,900,50,50
CD-HIT (AA),cdhit/aa,901,50,50
CD-HIT (AA),cdhit/aa,902,50,50
CD-HIT (AA),cdhit/aa,903,50,50
CD-HIT (AA),cdhit/aa,904,50,50
CD-HIT (AA),cdhit/aa,905,50,50
CD-HIT (AA),cdhit/aa,906,50,50
CD-HIT (AA),cdhit/aa,907,50,50
CD-HIT (AA),cdhit/aa,908,50,50
CD-HIT (AA),cdhit/aa,909,50,50
CD-HIT (AA),cdhit/aa,910,50,50
CD-HIT (AA),cdhit/aa,911,50,50
CD-HIT (AA),cdhit/aa,912,50,50
CD-HIT (AA),cdhit/aa,913,50,50
CD-HIT (AA),cdhit/aa,914,50,50
CD-HIT (AA),cdhit/aa,915,50,50
CD-HIT (AA),cdhit/aa,916,50,50
CD-HIT (AA),cdhit/aa,917,50,50
CD-HIT (AA),cdhit/aa,918,50,50
CD-HIT (AA),cdhit/aa,919,50,50
CD-HIT (AA),cdhit/aa,920,50,50
CD-HIT (AA),cdhit/aa,921,50,50
CD-HIT (AA),cdhit/aa,922,50,50
CD-HIT (AA),cdhit/aa,923,50,50
CD-HIT (AA),cdhit/aa,924,50,50
CD-HIT (AA),cdhit/aa,925,50,50
CD-HIT (AA),cdhit/aa,926,50,50
CD-HIT (AA),cdhit/aa,927,50,50
CD-HIT (AA),cdhit/aa,928,50,50
CD-HIT (AA),cdhit/aa,929,50,50
CD-HIT (AA),cdhit/aa,930,50,50
CD-HIT (AA),cdhit/aa,931,50,50
CD-HIT (AA),cdhit/aa,932,50,50
CD-HIT (AA),cdhit/aa,933,50,50
CD-HIT (AA),cdhit/aa,934,50,50
CD-HIT (AA),cdhit/aa,935,50,50
CD-HIT (AA),cdhit/aa,936,50,50
CD-HIT (AA),cdhit/aa,937,50,50
CD-HIT (AA),cdhit/aa,938,50,50
CD-HIT (AA),cdhit/aa,939,50,50
CD-HIT (AA),cdhit/aa,940,50,50
CD-HIT (AA),cdhit/aa,941,50,50
CD-HIT (AA),cdhit/aa,942,50,50
CD-HIT (AA),cdhit/aa,943,50,50
CD-HIT (AA),cdhit/aa,944,50,50
CD-HIT (AA),cdhit/aa,945,50,50
CD-HIT (AA),cdhit/aa,946,50,50
CD-HIT (AA),cdhit/aa,947,50,50
CD-HIT (AA),cdhit/aa,948,50,50
CD-HIT (AA),cdhit/aa,949,50,50
CD-HIT (AA),cdhit/aa,950,50,50
CD-HIT (AA),cdhit/aa,951,50,50
CD-HIT (AA),cdhit/aa,952,50,50
CD-HIT (AA),cdhit/aa,953,50,50
CD-HIT (AA),cdhit/aa,954,50,50
CD-HIT (AA),cdhit/aa,955,50,50
CD-HIT (AA),cdhit/aa,956,50,50
CD-HIT (AA),cdhit/aa,957,50,50
CD-HIT (AA),cdhit/aa,958,50,50
CD-HIT (AA),cdhit/aa,959,50,50
CD-HIT (AA),cdhit/aa,960,50,50
CD-HIT (AA),cdhit/aa,961,50,50
CD-HIT (AA),cdhit/aa,962,50,50
CD-HIT (AA),cdhit/aa,963,50,50
CD-HIT (AA),cdhit/aa,964,50,50
CD-HIT (AA),cdhit/aa,965,50,50
CD-HIT (AA),cdhit/aa,966,50,50
CD-HIT (AA),cdhit/aa,967,50,50
CD-HIT (AA),cdhit/aa,968,50,50
CD-HIT (AA),cdhit/aa,969,50,50
CD-HIT (AA),cdhit/aa,970,50,50
CD-HIT (AA),cdhit/aa,971,50,50
CD-HIT (AA),cdhit/aa,972,50,50
CD-HIT (AA),cdhit/aa,973,50,50
CD-HIT (AA),cdhit/aa,974,50,50
CD-HIT (AA),cdhit/aa,975,50,50
CD-HIT (AA),cdhit/aa,976,50,50
CD-HIT (AA),cdhit/aa,977,50,50
CD-HIT (AA),cdhit/aa,978,50,50
CD-HIT (AA),cdhit/aa,979,50,50
CD-HIT (AA),cdhit/aa,980,50,50
CD-HIT (AA),cdhit/aa,981,50,50
CD-HIT (AA),cdhit/aa,982,50,50
CD-HIT (AA),cdhit/aa,983,50,50
CD-HIT (AA),cdhit/aa,984,50,50
CD-HIT (AA),cdhit/aa,985,50,50
CD-HIT (AA),cdhit/aa,986,50,50
CD-HIT (AA),cdhit/aa,987,50,50
CD-HIT (AA),cdhit/aa,988,50,50
CD-HIT (AA),cdhit/aa,989,50,50
CD-HIT (AA),cdhit/aa,990,50,50
CD-HIT (AA),cdhit/aa,991,50,50
CD-HIT (AA),cdhit/aa,992,50,50
CD-HIT (AA),cdhit/aa,993,50,50
CD-HIT (AA),cdhit/aa,994,50,50
CD-HIT (AA),cdhit/aa,995,50,50
CD-HIT (AA),cdhit/aa,996,50,50
CD-HIT (AA),cdhit/aa,997,50,50
CD-HIT (AA),cdhit/aa,998,50,50
CD-HIT (AA),cdhit/aa,999,50,50
CD-HIT (AA),cdhit/aa,1000,50,50
CD-HIT (AA),cdhit/aa,1001,50,50
CD-HIT (AA),cdhit/aa,1002,50,50
CD-HIT (AA),cdhit/aa,1003,50,50
CD-HIT (AA),cdhit/aa,1004,50,50
CD-HIT (AA),cdhit/aa,1005,50,50
CD-HIT (AA),cdhit/aa,1006,50,50
CD-HIT (AA),cdhit/aa,1007,50,50
CD-HIT (AA),cdhit/aa,1008,50,50
CD-HIT (AA),cdhit/aa,1009,50,50
CD-HIT (AA),cdhit/aa,1010,50,50
CD-HIT (AA),cdhit/aa,1011,50,50
CD-HIT (AA),cdhit/aa,1012,50,50
CD-HIT (AA),cdhit/aa,1013,50,50
CD-HIT (AA),cdhit/aa,1014,50,50
CD-HIT (AA),cdhit/aa,1015,50,50
CD-HIT (AA),cdhit/aa,1016,50,50
CD-HIT (AA),cdhit/aa,1017,50,50
CD-HIT (AA),cdhit/aa,1018,50,50
CD-HIT (AA),cdhit/aa,1019,50,50
CD-HIT (AA),cdhit/aa,1020,50,50
CD-HIT (AA),cdhit/aa,1021,50,50
CD-HIT (AA),cdhit/aa,1022,50,50
CD-HIT (AA),cdhit/aa,1023,50,50
CD-HIT (AA),cdhit/aa,1024,50,50
CD-HIT (AA),cdhit/aa,1025,50,50
CD-HIT (AA),cdhit/aa,1026,50,50
CD-HIT (AA),cdhit/aa,1027,50,50
CD-HIT (AA),cdhit/aa,1028,50,50
CD-HIT (AA),cdhit/aa,1029,50,50
CD-HIT (AA),cdhit/aa,1030,50,50
CD-HIT (AA),cdhit/aa,1031,50,50
CD-HIT (AA),cdhit/aa,1032,50,50
CD-HIT (AA),cdhit/aa,1033,50,50
CD-HIT (AA),cdhit/aa,1034,50,50
CD-HIT (AA),cdhit/aa,1035,50,50
CD-HIT (AA),cdhit/aa,1036,50,50
CD-HIT (AA),cdhit/aa,1037,50,50
CD-HIT (AA),cdhit/aa,1038,50,50
CD-HIT (AA),cdhit/aa,1039,50,50
CD-HIT (AA),cdhit/aa,1040,50,50
CD-HIT (AA),cdhit/aa,1041,50,50
CD-HIT (AA),cdhit/aa,1042,50,50
CD-HIT (AA),cdhit/aa,1043,50,50
CD-HIT (AA),cdhit/aa,1044,50,50
CD-HIT (AA),cdhit/aa,1045,50,50
CD-HIT (AA),cdhit/aa,1046,50,50
CD-HIT (AA),cdhit/aa,1047,50,50
CD-HIT (AA),cdhit/aa,1048,50,50
CD-HIT (AA),cdhit/aa,1049,50,50
CD-HIT (AA),cdhit/aa,1050,50,50
CD-HIT (AA),cdhit/aa,1051,50,50
CD-HIT (AA),cdhit/aa,1052,50,50
CD-HIT (AA),cdhit/aa,1053,50,50
CD-HIT (AA),cdhit/aa,1054,50,50
CD-HIT (AA),cdhit/aa,1055,50,50
CD-HIT (AA),cdhit/aa,1056,50,50
CD-HIT (AA),cdhit/aa,1057,50,50
CD-HIT (AA),cdhit/aa,1058,50,50
CD-HIT (AA),cdhit/aa,1059,50,50
CD-HIT (AA),cdhit/aa,1060,50,50
CD-HIT (AA),cdhit/aa,1061,50,50
CD-HIT (AA),cdhit/aa,1062,50,50
CD-HIT (AA),cdhit/aa,1063,50,50
CD-HIT (AA),cdhit/aa,1064,50,50
CD-HIT (AA),cdhit/aa,1065,50,50
CD-HIT (AA),cdhit/aa,1066,50,50
CD-HIT (AA),cdhit/aa,1067,50,50
CD-HIT (AA),cdhit/aa,1068,50,50
CD-HIT (AA),cdhit/aa,1069,50,50
CD-HIT (AA),cdhit/aa,1070,50,50
CD-HIT (AA),cdhit/aa,1071,50,50
CD-HIT (AA),cdhit/aa,1072,50,50
CD-HIT (AA),cdhit/aa,1073,50,50
CD-HIT (AA),cdhit/aa,1074,50,50
CD-HIT (AA),cdhit/aa,1075,50,50
CD-HIT (AA),cdhit/aa,1076,50,50
CD-HIT (AA),cdhit/aa,1077,50,50
CD-HIT (AA),cdhit/aa,1078,50,50
CD-HIT (AA),cdhit/aa,1079,50,50
CD-HIT (AA),cdhit/aa,1080,50,50
CD-HIT (AA),cdhit/aa,1081,50,50
CD-HIT (AA),cdhit/aa,1082,50,50
CD-HIT (AA),cdhit/aa,1083,50,50
CD-HIT (AA),cdhit/aa,1084,50,50
CD-HIT (AA),cdhit/aa,1085,50,50
CD-HIT (AA),cdhit/aa,1086,50,50
CD-HIT (AA),cdhit/aa,1087,50,50
CD-HIT (AA),cdhit/aa,1088,50,50
CD-HIT (AA),cdhit/aa,1089,50,50
CD-HIT (AA),cdhit/aa,1090,50,50
CD-HIT (AA),cdhit/aa,1091,50,50
CD-HIT (AA),cdhit/aa,1092,50,50
CD-HIT (AA),cdhit/aa,1093,50,50
CD-HIT (AA),cdhit/aa,1094,50,50
CD-HIT (AA),cdhit/aa,1095,50,50
CD-HIT (AA),cdhit/aa,1096,50,50
CD-HIT (AA),cdhit/aa,1097,50,50
CD-HIT (AA),cdhit/aa,1098,50,50
CD-HIT (AA),cdhit/aa,1099,50,50
CD-HIT (AA),cdhit/aa,1100,50,50
CD-HIT (AA),cdhit/aa,1101,50,50
CD-HIT (AA),cdhit/aa,1102,50,50
CD-HIT (AA),cdhit/aa,1103,50,50
CD-HIT (AA),cdhit/aa,1104,50,50
CD-HIT (AA),cdhit/aa,1105,50,50
CD-HIT (AA),cdhit/aa,1106,50,50
CD-HIT (AA),cdhit/aa,1107,50,50
CD-HIT (AA),cdhit/aa,1108,50,50
CD-HIT (AA),cdhit/aa,1109,50,50
CD-HIT (AA),cdhit/aa,1110,50,50
CD-HIT (AA),cdhit/aa,1111,50,50
CD-HIT (AA),cdhit/aa,1112,50,50
CD-HIT (AA),cdhit/aa,1113,50,50
CD-HIT (AA),cdhit/aa,1114,50,50
CD-HIT (AA),cdhit/aa,1115,50,50
CD-HIT (AA),cdhit/aa,1116,50,50
CD-HIT (AA),cdhit/aa,1117,50,50
CD-HIT (AA),cdhit/aa,1118,50,50
CD-HIT (AA),cdhit/aa,1119,50,50
CD-HIT (AA),cdhit/aa,1120,50,50
CD-HIT (AA),cdhit/aa,1121,50,50
CD-HIT (AA),cdhit/aa,1122,50,50
CD-HIT (AA),cdhit/aa,1123,50,50
CD-HIT (AA),cdhit/aa,1124,50,50
CD-HIT (AA),cdhit/aa,1125,50,50
CD-HIT (AA),cdhit/aa,1126,50,50
CD-HIT (AA),cdhit/aa,1127,50,50
CD-HIT (AA),cdhit/aa,1128,50,50
CD-HIT (AA),cdhit/aa,1129,50,50
CD-HIT (AA),cdhit/aa,1130,50,50
CD-HIT (AA),cdhit/aa,1131,50,50
CD-HIT (AA),cdhit/aa,1132,50,50
CD-HIT (AA),cdhit/aa,1133,50,50
CD-HIT (AA),cdhit/aa,1134,50,50
CD-HIT (AA),cdhit/aa,1135,50,50
CD-HIT (AA),cdhit/aa,1136,50,50
CD-HIT (AA),cdhit/aa,1137,50,50
CD-HIT (AA),cdhit/aa,1138,50,50
CD-HIT (AA),cdhit/aa,1139,50,50
CD-HIT (AA),cdhit/aa,1140,50,50
CD-HIT (AA),cdhit/aa,1141,50,50
CD-HIT (AA),cdhit/aa,1142,50,50
CD-HIT (AA),cdhit/aa,1143,50,50
CD-HIT (AA),cdhit/aa,1144,50,50
CD-HIT (AA),cdhit/aa,1145,50,50
CD-HIT (AA),cdhit/aa,1146,50,50
CD-HIT (AA),cdhit/aa,1147,50,50
CD-HIT (AA),cdhit/aa,1148,50,50
CD-HIT (AA),cdhit/aa,1149,50,50
CD-HIT (AA),cdhit/aa,1150,50,50
CD-HIT (AA),cdhit/aa,1151,50,50
CD-HIT (AA),cdhit/aa,1152,50,50
CD-HIT (AA),cdhit/aa,1153,50,50
CD-HIT (AA),cdhit/aa,1154,50,50
CD-HIT (AA),cdhit/aa,1155,50,50
CD-HIT (AA),cdhit/aa,1156,50,50
